accession	virus_name	genus	family	source
MN771248.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771249.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771251.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771253.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771254.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771255.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771256.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771257.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771261.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771262.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771263.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771265.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771268.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771269.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771270.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771271.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771272.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771273.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771275.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771276.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771277.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771279.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771281.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771282.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771284.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771289.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771291.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771293.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771294.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771297.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771299.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771300.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771303.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771304.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771305.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771310.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771311.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771312.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771315.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771316.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771319.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771322.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771326.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771329.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771333.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771334.1	TTV-like mini virus	Hetorquevirus	Anelloviridae	clareaulab
MN771339.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771345.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771347.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771348.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771349.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771350.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771351.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771352.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771354.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771355.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771356.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771357.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771359.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771360.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771361.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771362.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771364.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771365.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771366.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771367.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771370.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771371.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771372.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771373.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771374.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771375.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771376.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771378.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771379.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771383.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771386.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771387.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771392.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771395.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771396.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771398.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771400.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771401.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771404.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771405.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771406.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771408.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771409.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771410.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771411.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771415.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771416.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771418.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771419.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771421.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771423.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771425.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771426.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771428.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771429.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771431.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771432.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771438.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771443.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771444.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771445.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771447.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771450.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771452.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771453.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771455.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771456.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771457.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771459.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771460.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771461.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771464.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771465.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771466.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771468.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771470.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771471.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771472.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771474.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771479.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771481.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771486.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771495.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771496.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771499.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771500.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771501.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771504.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771505.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771510.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771511.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN771514.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MN774927.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774928.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774929.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774930.1	Torque teno midi virus	Memtorquevirus	Anelloviridae	clareaulab
MN774932.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774933.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774934.1	Torque teno midi virus	Samektorquevirus	Anelloviridae	clareaulab
MN774935.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774936.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774937.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774938.1	Torque teno midi virus	Memtorquevirus	Anelloviridae	clareaulab
MN774939.1	Torque teno midi virus	Memtorquevirus	Anelloviridae	clareaulab
MN774940.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774941.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774942.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774943.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774944.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774945.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774948.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774949.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774950.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774951.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774952.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774953.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774954.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774955.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774956.1	Torque teno midi virus	Samektorquevirus	Anelloviridae	clareaulab
MN774958.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774959.1	Torque teno midi virus	Samektorquevirus	Anelloviridae	clareaulab
MN774961.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774962.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774963.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774964.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774965.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774967.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774968.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774969.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774970.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774971.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774972.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774973.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774974.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774975.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774976.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774977.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774978.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774980.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774981.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774984.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774985.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774986.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MN774987.1	Torque teno midi virus	Gammatorquevirus	Anelloviridae	clareaulab
MN774988.1	Torque teno midi virus	Samektorquevirus	Anelloviridae	clareaulab
MN774989.1	Torque teno midi virus	Anelloviridae	Anelloviridae	clareaulab
MT157223.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MT210805.1	Human anellovirus zj-ad 1	Betatorquevirus	Anelloviridae	clareaulab
MT501646.1	Anellovirus cya/2019	Anelloviridae	Anelloviridae	clareaulab
MT501648.1	TT virus cyb/2019	Alphatorquevirus	Anelloviridae	clareaulab
MT506588.1	Torque teno virus	Betatorquevirus	Anelloviridae	clareaulab
MT506589.1	Torque teno virus	Gammatorquevirus	Anelloviridae	clareaulab
MT783403.1	TTV-like mini virus	Betatorquevirus	Anelloviridae	clareaulab
MT783404.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
MT783405.1	Torque teno virus	Anelloviridae	Anelloviridae	clareaulab
MT783406.1	Torque teno virus	Alphatorquevirus	Anelloviridae	clareaulab
MW455346.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455347.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455348.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455349.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455351.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455352.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455354.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455358.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455359.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455361.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455362.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455363.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455364.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455365.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MW455368.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455369.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455373.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MW455375.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455378.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455380.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455381.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455382.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455383.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455384.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455385.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455386.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455387.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455388.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455389.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455390.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455391.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455392.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455393.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455394.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455395.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455397.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455398.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455399.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455400.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455401.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455402.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455403.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455405.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455406.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455407.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MW455408.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455409.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455410.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455411.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455413.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MW455414.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455416.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455417.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455419.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455420.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455421.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455422.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455423.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455425.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455426.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MW455427.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455428.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455429.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455430.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455431.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455432.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455434.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455435.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455436.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MW455438.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455439.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455440.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455442.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MW455444.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455445.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MW455446.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455448.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW455450.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MW679003.1	Torque teno virus AZ1_2	Alphatorquevirus	Anelloviridae	clareaulab
MW679005.1	Torque teno virus AZ6_5	Alphatorquevirus	Anelloviridae	clareaulab
MW679006.1	Torque teno virus AZ7_4	Alphatorquevirus	Anelloviridae	clareaulab
MW857571.1	Torque teno virus	Anelloviridae	Anelloviridae	clareaulab
MZ285962.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285963.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ285964.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ285969.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ285971.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285973.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285976.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ285978.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285979.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ285982.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285983.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ285984.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285985.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285986.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285987.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ285989.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ285991.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ285992.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285994.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ285996.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ285999.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286000.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286001.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286002.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286003.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286004.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286005.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286006.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286007.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286008.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286009.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286011.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286014.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286017.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286018.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286019.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286020.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286021.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286022.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286023.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286024.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286025.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286026.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286027.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286031.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286032.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286033.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286034.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286037.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286038.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286041.1	Anelloviridae sp.	Anelloviridae	Anelloviridae	clareaulab
MZ286042.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286043.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286044.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286046.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286047.1	Anelloviridae sp.	Alphatorquevirus	Anelloviridae	clareaulab
MZ286048.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286050.1	Anelloviridae sp.	Gammatorquevirus	Anelloviridae	clareaulab
MZ286052.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
MZ286053.1	Anelloviridae sp.	Betatorquevirus	Anelloviridae	clareaulab
